Gene	M_19W_embryo1_26_sc1	M_19W_embryo1_26_sc2	M_19W_embryo1_26_sc3	M_19W_embryo1_26_sc4	M_19W_embryo1_26_sc5	M_19W_embryo1_26_sc6	M_19W_embryo1_26_sc7	M_19W_embryo1_26_sc8	M_19W_embryo1_26_sc9	M_19W_embryo1_26_sc10	M_19W_embryo1_26_sc11	M_19W_embryo1_26_sc12	M_19W_embryo1_26_sc13	M_19W_embryo1_26_sc14	M_19W_embryo1_26_sc15	M_19W_embryo1_26_sc16	M_19W_embryo1_26_sc17	M_19W_embryo1_26_sc18	M_19W_embryo1_26_sc19	M_19W_embryo1_26_sc20	M_19W_embryo1_26_sc21	M_19W_embryo1_26_sc22	M_19W_embryo1_26_sc24	M_19W_embryo1_26_sc25	M_19W_embryo1_26_sc26	M_19W_embryo1_26_sc27	M_19W_embryo1_26_sc28	M_19W_embryo1_26_sc29	M_19W_embryo1_26_sc30	M_19W_embryo1_26_sc31	M_19W_embryo1_26_sc32	M_19W_embryo1_26_sc33	M_19W_embryo1_26_sc35	M_19W_embryo1_26_sc36	M_19W_embryo1_26_sc37	M_19W_embryo1_26_sc38	M_19W_embryo1_26_sc39	M_19W_embryo1_26_sc40	M_19W_embryo1_26_sc41	M_19W_embryo1_26_sc42	M_19W_embryo1_26_sc43	M_19W_embryo1_26_sc44	M_19W_embryo1_26_sc45	M_19W_embryo1_26_sc46	M_19W_embryo1_26_sc47	M_19W_embryo1_26_sc48	M_19W_embryo1_26_sc49	M_19W_embryo1_26_sc50
ABCG4	0	0	0	0	0	53.74	0	121.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53	0	0	0	0	0	0	0	0	17.31	0	0	60.56	24.8	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.49	0	0	0	0	0	0	18.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.51	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31	0	0	0	0
ABHD10	340.87	239.08	226.72	368.14	294.7	252.58	304.64	150.09	203.2	82.2	298.26	228	467.3	151.25	34.38	398.1	225.64	405.63	251.32	232.62	181.96	242.84	361.61	435.63	447.93	284.51	349.37	163.21	32.76	136.54	127.12	110.28	297.54	128.16	331.53	226.79	279.57	308.23	193.88	143.34	372.63	264.56	183.55	199.55	190.62	188.21	136.47	286.77
ABHD11	0	11.38	0	1.52	0	0	0	54.98	0	101.16	0	0	0	0	0	10.76	0	2.58	0	76.13	0	0	0	0	0	0	0	0	38.61	0	0	0	0	2.73	1.3	0	0	0	0	1.56	2.24	0	2.48	0	12.02	0	6.66	0
ABHD11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.25	0
ABHD12	99.83	29.6	100.4	62.37	0	80.61	43.7	62.41	164.29	3.16	42.84	91.56	41.79	1.34	178.77	78.9	6.18	59.42	75.4	107.85	40.44	31	47.09	19.8	146.92	3.69	151.27	148.64	0	34.93	104.01	59.29	229.63	0	107.91	123.12	116.23	12.84	251.01	113.74	168.36	73.31	14.88	29.1	3.43	45.31	69.9	9.62
ABHD12B	0	0	0	39.55	0	0	0	0	0	0	1.65	0	0	46.85	0	0	0	0	0	0	0	0	0	0	1.79	0	25.21	0	0	0	55.86	1.19	0	0	0	8.1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD13	48.7	116.12	1.62	0	3.35	0	1.29	0	36.03	17.91	1.65	0	24.06	143.21	0	48.42	0	0	0	0	67.39	0	7.53	11.32	0	75.75	34.22	142.81	19.89	0	38.52	0	45.28	0	32.5	63.18	69.11	1.61	0	119.97	0	0	27.28	29.1	53.24	1.16	0	0
ABHD14A	24.35	107.01	113.36	34.99	66.98	0	136.25	87.67	103.76	87.46	0	156.19	54.46	192.74	61.88	1.79	6.18	95.59	196.49	192.44	2.25	259.64	15.07	118.81	154.09	33.25	165.68	64.12	113.5	168.3	105.93	148.23	164.94	73.63	97.51	35.64	40.84	4.82	115.98	35.83	38.16	146.63	233.16	31.18	118.49	44.15	173.09	44.27
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	0	0	0	0	0	0	0	54.8	23.07	0	0	9.37	0	0	0	0	0	0	0	0	1.88	0	0	0	0	0	125.2	0	0	1.19	1.62	0	0	0	3.14	0	0	0	8.98	0	1.24	0	0	0	0	0
ABHD15	0	0	0	0	0	69.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A	219.13	50.09	72.87	121.7	13.4	16.12	151.68	248.16	115.29	202.33	158.19	35.91	34.19	92.35	366.71	100.42	64.91	72.34	13.71	6.34	83.12	69.75	120.54	48.09	146.92	101.61	48.62	340.99	406.04	3.18	50.08	0	105.11	30	167.71	56.7	273.29	115.58	67.51	54.53	49.39	127.5	32.25	39.5	37.78	99.91	109.84	7.7
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.95	0	0	0	0	0	0	0	0	0	0
ABHD17A	0	2.28	11.34	0	0	0	56.56	0	0	0	0	0	26.59	0	2.29	0	3.09	0	2.28	8.46	0	0	0	0	0	0	0	2.91	1.17	0	0	0	38.81	0	0	0	175.91	0	5.19	0	62.85	0	0	54.05	27.48	41.82	56.59	148.2
ABHD17B	0	0	0	0	0	0	0	0	0	0	0	28.72	0	0	0	0	0	0	0	0	74.13	1.29	0	0	0	0	0	0	0	0	0	0	19.41	0	0	0	0	0	0	0	0	0	4.96	0	8.59	0	29.96	0
ABHD17C	0	0	0	0	0	0	52.7	0	33.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.18	0	1.85	30.61	0	0	0	0	0	0	0	0	32.4	0	3.21	57.13	0	51.63	0	0	0	70.41	37.18	0	0
ABHD2	0	11.38	0	0	0	0	0	13.37	37.47	63.23	0	87.97	1.27	1.34	0	53.8	98.91	0	6.85	2.11	29.2	0	0	0	50.17	55.42	0	0	2.34	3.18	0	0	29.11	0	26	0	18.85	0	84.82	1.56	0	0	23.56	29.1	101.32	5.81	53.26	17.32
ABHD3	19.48	0	37.25	121.7	30.14	112.86	1.29	0	1.44	42.15	32.96	75.4	20.26	0	48.13	1.79	40.18	67.17	2.28	4.23	17.97	23.25	32.02	59.4	0	20.32	1.8	34.97	0	15.88	98.23	0	4.85	152.71	45.5	45.36	47.12	54.58	1.73	109.06	0	0	12.4	4.16	24.04	2.32	38.28	1.92
ABHD4	2.43	0	50.2	10.65	43.54	0	0	0	0	1.05	0	0	0	0	0	0	64.91	0	0	0	0	0	1.88	76.38	0	0	0	40.8	46.81	0	0	0	0	119.98	0	0	6.28	0	1.73	0	0	0	0	0	0	15.1	0	42.34
ABHD5	0	38.71	176.51	39.55	154.05	5.37	52.7	52.01	1.44	1.05	4.94	86.17	36.73	38.82	0	150.63	30.91	69.76	157.65	84.59	56.16	93	113	195.18	1.79	68.36	63.03	43.72	8.19	60.33	5.78	36.76	50.13	95.44	79.31	89.1	72.25	24.08	190.42	59.2	96.53	89.25	26.04	60.28	200.92	15.1	104.85	1.92
ABHD6	0	2.28	0	19.78	0	0	50.13	1.49	0	0	0	0	0	37.48	0	14.35	0	0	36.56	0	0	0	0	0	0	0	0	34.97	0	0	0	0	4.85	0	0	0	0	0	0	14.02	0	0	37.21	29.1	0	0	0	0
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	97.39	31.88	48.58	31.95	107.16	150.47	167.1	52.01	112.41	20.02	9.89	66.42	49.39	8.03	82.51	53.8	80.37	183.44	0	0	92.1	47.79	84.75	73.55	14.33	29.56	52.22	69.95	1.17	0	1.93	0	169.79	59.99	91.01	81	113.09	8.03	12.12	73.23	0	0	23.56	139.27	1.72	15.1	59.91	30.79
ABI2	77.91	79.69	111.74	494.41	398.52	279.45	145.25	135.23	213.28	34.78	74.15	217.23	390.05	64.25	32.09	57.38	30.91	183.44	95.96	196.67	235.88	89.13	139.37	39.6	109.29	201.37	118.86	113.66	33.93	120.67	21.19	122.14	261.97	381.77	93.61	178.2	87.96	75.45	110.79	118.41	112.24	197.63	244.32	126.8	412.15	142.9	228.01	98.16
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7	0	0	0	0	0	0	0	0	1.73	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	32.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	0	102.46	1.62	69.98	0	10.75	97.69	0	80.7	13.7	49.44	0	46.86	29.45	0	3.59	86.55	0	70.83	31.72	38.19	3.88	15.07	56.58	39.42	42.49	3.6	37.89	55	28.58	15.41	120.96	11.32	0	41.6	12.96	0	40.13	19.04	0	0	143.44	44.65	14.55	12.02	33.69	13.31	5.77
ABL2	0	195.81	136.03	106.49	0	0	38.56	13.37	17.29	1.05	0	0	39.26	6.69	116.89	1.79	154.55	5.17	111.95	74.02	0	11.63	122.42	11.32	3.58	5.54	46.82	0	162.65	12.7	61.63	60.48	1.62	40.9	0	0	31.41	35.32	22.5	18.7	0	0	27.28	47.81	70.41	5.81	0	0
ABLIM1	85.22	2.28	16.19	0	93.77	0	61.7	17.83	36.03	0	41.2	37.7	3.8	0	0	0	83.46	0	84.54	42.3	0	54.25	103.59	2.83	25.08	0	25.21	78.69	0	0	46.23	1.19	29.11	2.73	55.9	1.62	40.84	80.27	0	9.35	0	82.88	0	0	54.95	24.4	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.31	0	0	0	0	0	0	0	0	0	0	14.41	0	0	0	0	0	0	0	0	0	0	0	3.46	1.56	8.98	0	0	33.26	0	0	34.95	0
ABLIM3	0	0	12.96	0	0	0	0	0	0	0	9.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.21	0	0	0	30.82	0	0	27.27	0	3.24	0	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.61	43.72	0	0	0	0	0	0	0	0	0	0	6.92	0	0	0	12.4	0	0	0	0	0
ABR	131.48	20.49	34.01	0	3.35	85.99	88.69	1.49	1.44	1.05	1.65	53.86	2.53	1.34	2.29	1.79	0	67.17	86.82	173.41	125.8	0	45.2	50.92	46.58	11.08	19.81	43.72	0	0	15.41	27.27	0	24.54	6.5	0	15.71	0	58.86	0	2.24	47.81	81.85	2.08	5.15	40.66	16.64	0
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	411.48	268.68	195.95	0	70.33	0	0	37.15	1.44	59.01	85.69	224.41	75.98	49.52	89.39	182.91	68	201.52	0	33.84	116.81	76.21	47.09	5.66	86	0	16.21	61.2	10.53	50.81	148.31	1.19	88.94	70.9	53.3	14.58	6.28	208.69	70.97	0	208.76	0	50.85	14.55	48.08	52.28	4.99	0
ABT1	233.74	122.95	61.54	47.16	70.33	53.74	2.57	56.47	92.23	165.45	80.74	114.9	34.19	8.03	27.5	78.9	61.82	5.17	0	112.08	69.64	56.84	3.77	99.01	25.08	123.78	1.8	104.92	39.78	3.18	52	1.19	101.88	59.99	41.6	45.36	0	46.56	83.09	65.44	67.34	38.25	66.97	60.28	37.78	4.65	44.94	7.7
ABTB1	0	54.65	0	0	0	0	3.86	0	4.32	0	29.66	17.95	30.39	0	2.29	0	0	0	0	0	0	0	0	2.83	0	0	1.8	0	49.15	0	36.59	1.19	1.62	92.71	27.3	27.54	53.4	36.92	5.19	54.53	0	31.88	0	0	0	20.91	94.86	32.72
ABTB2	0	0	17.81	0	10.05	0	9	0	0	0	0	0	13.93	0	0	0	0	38.75	0	0	0	0	0	0	0	0	14.41	0	0	0	1.93	0	21.02	46.36	0	0	0	0	0	0	0	35.06	3.72	16.63	0	0	0	0
ACAA1	0	70.58	1.62	36.51	0	0	0	31.21	0	0	21.42	46.68	30.39	84.32	4.58	66.35	24.73	0	0	38.07	0	56.84	0	8.49	10.75	14.78	0	64.12	47.98	0	1.93	0	0	0	33.8	0	0	35.32	8.66	3.12	58.36	19.13	21.08	0	91.02	0	31.62	0
ACAA2	75.48	59.2	344.93	0	217.68	91.36	38.56	160.49	249.31	111.7	70.86	120.28	108.91	149.91	183.36	82.49	114.37	67.17	127.95	4.23	258.34	129.17	56.5	265.9	240.09	169.97	122.46	425.51	43.3	66.68	279.28	60.48	140.69	291.78	197.62	289.97	122.51	48.16	135.02	54.53	127.95	54.19	121.54	251.52	1.72	158	114.84	44.27
ACACA	0	0	3.24	1.52	33.49	0	2.57	92.13	8.65	9.48	9.89	75.4	0	0	55.01	35.87	0	7.75	0	0	17.97	3.88	52.74	79.21	0	77.59	0	37.89	9.36	0	0	2.37	63.07	0	45.5	0	25.13	0	60.59	0	0	3.19	33.49	35.34	0	26.72	1.66	55.81
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.11	0	59.29	0	0	24.7	0	0	0	0	29.6	0	0	0	0	0	0	0	0
ACAD10	2.43	27.32	14.57	16.73	0	75.24	5.14	16.35	12.97	0	0	0	10.13	1.34	0	1.79	0	0	0	59.21	11.23	0	0	0	41.21	66.51	0	0	2.34	6.35	5.78	37.95	0	2.73	10.4	1.62	3.14	19.26	19.04	7.79	0	0	0	27.02	8.59	32.53	49.93	0
ACAD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8	46.26	40.98	38.87	0	147.35	26.87	34.71	46.07	2.88	51.64	14.83	1.8	72.19	97.71	0	0	0	2.58	22.85	0	0	54.25	30.13	104.66	0	0	43.22	14.57	93.61	142.89	17.33	0	0	0	1.3	8.1	3.14	62.61	1.73	9.35	0	0	52.09	0	24.04	55.77	3.33	30.79
ACAD9	0	2.28	0	0	0	0	0	0	0	15.81	0	0	0	28.11	0	0	0	0	0	0	0	0	1.88	0	1.79	5.54	0	0	28.08	0	0	1.19	1.62	0	0	3.24	0	0	0	26.49	0	0	88.06	8.31	0	58.09	9.99	0
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0	0	0	58.73	0	0	0	0	51.67	0	0	0	0	109.85	0	0	0	0	0	1.62	0	0	0	0	56.19	0	1.56	31.43	0	0	0	0	0	0	0
ACADM	467.48	598.83	584.6	362.06	586.05	429.93	674.85	439.86	428.01	375.15	565.21	391.37	292.54	544.75	300.25	338.93	364.74	855.18	710.56	606.94	577.33	393.98	858.83	695.87	455.09	589.34	511.44	577.06	307.75	339.77	227.27	483.82	452.78	572.65	453.74	544.3	769.61	203.88	100.4	780.57	592.62	411.19	343.54	457.31	650.85	375.26	417.73	221.33
ACADS	0	0	0	10.65	3.35	0	0	0	1.44	155.96	0	0	0	0	43.55	0	3.09	33.59	0	0	0	0	0	0	82.42	0	0	0	93.61	0	0	0	16.17	2.73	0	32.4	0	0	0	0	0	102	6.2	0	0	0	0	1.92
ACADSB	0	0	35.63	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	124.01	0	4.23	0	0	0	0	1.79	0	0	2.91	0	0	34.67	0	3.23	0	0	0	3.14	54.58	10.39	0	0	3.19	2.48	2.08	0	0	0	67.36
ACADVL	0	18.22	0	0	0	0	1.29	1.49	5.76	5.27	0	39.5	34.19	0	0	0	0	0	2.28	0	0	0	0	0	0	0	0	43.72	132.23	31.75	50.08	3.56	56.6	62.72	0	0	40.84	38.53	0	12.46	101.02	0	8.68	47.81	10.3	2.32	0	0
ACAN	0	18.22	0	0	3.35	0	7.71	0	96.55	0	0	0	0	0	0	0	0	0	0	0	0	0	82.87	2.83	0	0	77.44	0	0	0	25.04	0	0	0	54.6	46.98	18.85	0	41.55	0	0	0	9.92	0	10.3	0	0	0
ACAP1	0	0	0	4.56	23.44	0	0	0	2.88	0	0	35.91	0	56.22	0	0	0	0	18.28	0	0	38.75	0	0	0	0	3.6	0	2.34	101.61	61.63	0	0	0	0	56.7	0	0	32.89	0	0	0	0	0	20.61	1.16	29.96	51.97
ACAP2	413.91	330.15	276.92	144.52	3.35	118.23	119.54	144.14	262.28	198.11	59.32	298.01	336.86	128.49	403.38	64.56	86.55	253.2	139.37	97.28	92.1	346.18	99.82	166.9	275.92	36.95	61.23	364.31	99.46	117.49	156.01	320.18	381.63	49.08	223.62	179.82	135.07	276.12	171.38	221.24	262.64	35.06	184.79	85.23	192.34	38.34	0	96.23
ACAP3	38.96	0	34.01	0	0	10.75	0	0	0	0	0	0	0	0	0	1.79	0	0	0	0	0	1.29	0	0	0	0	0	0	9.36	0	0	60.48	0	0	0	51.84	0	4.82	0	9.35	0	0	0	68.6	0	3.49	1.66	0
ACAT1	0	0	76.11	108.01	3.35	0	0	19.32	63.41	51.64	3.3	12.57	0	9.37	0	14.35	0	0	0	0	69.64	14.21	71.57	5.66	26.88	55.42	55.83	0	45.64	22.23	69.34	0	0	0	13	0	56.54	0	0	49.86	15.71	3.19	0	0	0	0	78.22	0
ACAT2	0	15.94	0	0	0	0	1.29	0	0	6.32	11.53	0	0	0	11.46	0	0	7.75	0	0	11.23	0	0	0	0	9.24	0	0	29.25	6.35	0	7.12	0	2.73	0	0	3.14	0	0	1.56	15.71	0	0	0	0	2.32	0	26.94
ACBD3	0	0	0	0	93.77	0	80.98	63.9	2.88	34.78	0	77.2	92.45	66.92	137.52	44.83	83.46	0	0	78.25	0	11.63	71.57	2.83	8.96	66.51	27.01	0	47.98	0	15.41	80.64	242.56	2.73	5.2	59.94	9.42	93.11	20.77	197.87	0	15.94	0	33.26	63.54	138.25	3.33	48.12
ACBD4	0	29.6	0	6.08	0	0	0	20.8	0	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12	0	43.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD5	0	0	0	31.95	3.35	0	41.13	0	0	36.88	0	0	1.27	21.42	0	95.04	0	0	0	215.71	0	41.34	0	0	39.42	0	27.01	0	0	0	0	1.19	37.19	0	0	0	0	0	41.55	18.7	20.2	0	6.2	0	0	1.16	0	0
ACBD6	155.83	0	102.02	76.06	50.23	188.09	15.43	2.97	152.76	109.59	98.87	107.72	94.98	40.15	73.34	95.04	142.19	67.17	134.8	2.11	193.19	105.92	11.3	240.44	5.38	153.34	64.83	273.96	40.95	193.7	46.23	36.76	226.39	32.72	146.91	103.68	91.1	40.13	160.99	213.45	170.6	181.69	169.91	114.33	17.17	89.46	1.66	73.14
ACBD7	0	0	0	0	0	0	0	8.92	0	0	0	0	0	0	0	0	0	2.58	0	0	0	0	0	0	0	1.85	1.8	26.23	0	0	0	0	0	128.16	0	0	0	0	0	14.02	0	0	0	0	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	0	0	0	5.39	0	0	0	0	0	2.58	0	0	0	0	0	0	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23	0	0	16.12	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	0	0	12.96	50.2	56.93	0	0	35.66	0	7.38	0	32.31	19	0	144.39	0	74.18	67.17	0	0	2.25	25.83	0	115.98	44.79	0	3.6	11.66	17.55	0	0	0	1.62	0	0	24.3	0	0	0	0	0	31.88	17.36	33.26	34.35	84.81	14.98	1.92
ACE	12.17	0	0	0	26.79	0	2.57	0	0	9.48	0	0	0	4.02	0	0	3.09	2.58	36.56	0	0	36.17	26.37	2.83	0	18.47	0	11.66	8.19	15.88	3.85	3.56	1.62	0	1.3	9.72	62.83	1.61	0	0	0	0	0	0	1.72	61.57	0	0
ACE2	0	31.88	0	0	0	0	0	0	0	0	0	8.98	0	0	0	0	0	2.58	0	0	2.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	73.14
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	2.28	0	0	0	0	0	0	0	0	0	0	0	8.03	0	0	0	0	0	0	0	0	28.25	0	0	0	0	0	0	0	1.93	0	0	0	0	0	0	3.21	0	0	6.73	0	0	0	0	0	58.25	0
ACER3	0	2.28	0	0	46.88	182.72	2.57	0	37.47	25.29	14.83	61.04	0	76.29	2.29	60.97	0	206.69	82.25	0	2.25	10.33	13.18	0	0	112.69	19.81	0	0	3.18	1.93	1.19	27.49	0	26	0	0	1.61	13.85	12.46	0	0	52.09	27.02	0	0	1.66	48.12
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.42	0	21.15	0	0	0	0	0	0	0	0	0	0	0	11.86	0	0	0	0	3.14	0	0	0	0	0	0	0	0	0	0	0
ACIN1	51.13	34.15	108.5	30.42	77.02	5.37	59.13	68.36	0	20.02	88.98	41.29	41.79	56.22	0	1.79	74.18	10.33	2.28	114.2	80.87	0	18.83	127.29	3.58	42.49	0	102.01	124.03	95.26	44.3	115.03	17.79	226.33	22.1	68.04	182.19	81.87	141.95	1.56	2.24	0	117.82	130.96	24.04	20.91	118.16	59.66
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	45.54	16.19	22.82	0	0	0	1.49	0	0	0	21.54	0	0	0	7.17	15.45	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	0	12.94	0	2.6	1.62	53.4	1.61	10.39	1.56	0	0	0	12.47	3.43	4.65	0	23.1
ACKR3	0	0	4.86	10.65	16.74	5.37	0	0	11.53	0	9.89	12.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.23	0	0	0	3.56	0	0	0	0	0	19.26	0	0	0	0	0	0	0	0	4.99	0
ACKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.04	0	0	0	0	0	0	0	0	0
ACLY	77.91	2.28	103.64	71.5	10.05	26.87	185.1	81.73	1.44	30.56	14.83	107.72	31.66	46.85	206.28	71.73	68	72.34	114.24	95.16	58.41	118.84	43.32	101.84	107.5	277.12	55.83	128.24	60.85	31.75	19.26	37.95	116.43	65.45	46.8	38.88	106.8	117.19	69.24	1.56	40.41	3.19	14.88	64.44	29.19	39.5	91.54	84.68
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38	0	0	2.28	0	0	0	0	0	0	0	0	0	0	0	0	4.74	0	0	0	0	0	0	0	0	0	6.38	0	0	0	0	0	0
ACO1	0	0	22.67	10.65	33.49	0	28.28	13.37	0	0	51.08	0	37.99	0	0	59.18	6.18	5.17	0	0	0	16.79	0	33.95	0	0	64.83	142.81	26.91	0	17.33	0	1.62	0	75.41	12.96	59.68	0	0	71.67	8.98	0	76.89	14.55	49.8	41.82	0	0
ACO2	0	0	6.48	13.69	0	0	26.99	0	0	0	0	0	1.27	0	2.29	0	0	0	0	4.23	0	0	0	0	0	14.78	0	0	0	0	28.89	0	12.94	0	0	0	0	0	15.58	0	0	0	0	0	37.78	0	0	0
ACOT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	0	3.09	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT11	14.61	0	0	27.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46	0	96.18	0	0	0	0	7.02	0	0	0	16.17	0	0	0	0	0	0	0	0	0	0	2.08	0	0	0	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	4.87	88.8	249.39	98.88	20.09	16.12	52.7	164.95	112.41	1.05	70.86	7.18	29.13	178.01	233.78	157.81	278.19	7.75	249.04	97.28	2.25	275.14	126.19	121.64	14.33	306.68	21.61	224.41	60.85	0	184.9	81.82	63.07	0	7.8	3.24	0	138.06	115.98	9.35	47.14	3.19	1.24	76.91	37.78	68.55	144.79	177.07
ACOT2	0	34.15	25.91	0	13.4	0	0	0	1.44	0	0	0	0	0	22.92	0	24.73	0	0	0	2.25	19.38	7.53	0	0	27.71	0	0	0	53.98	0	2.37	0	5.45	32.5	27.54	0	0	3.46	0	0	0	0	22.87	1.72	3.49	6.66	15.4
ACOT4	58.43	43.26	97.16	0	0	0	0	92.13	0	1.05	120.29	68.22	102.58	115.11	178.77	75.32	145.28	2.58	139.37	0	94.35	15.5	5.65	0	0	79.44	39.62	46.63	0	60.33	119.41	0	129.37	0	15.6	0	0	150.9	0	141.78	69.59	0	0	56.12	118.49	52.28	0	61.59
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	401.74	248.18	427.52	112.57	187.54	75.24	33.42	23.78	102.32	45.31	65.91	199.27	89.91	135.18	139.81	200.84	142.19	134.35	118.81	105.74	114.57	334.56	131.84	82.03	132.59	193.98	30.61	206.93	55	107.96	175.27	40.32	51.75	259.06	444.63	191.15	15.71	218.33	195.61	37.39	67.34	168.94	19.84	155.9	113.34	144.06	43.27	171.29
ACOT8	0	13.66	27.53	12.17	33.49	5.37	14.14	11.89	5.76	13.7	11.53	0	0	4.02	0	5.38	89.64	0	0	0	8.99	0	0	0	8.96	18.47	7.2	0	1.17	0	0	9.49	21.02	0	13	19.44	3.14	32.11	8.66	4.67	0	0	0	8.31	0	0	38.28	1.92
ACOT9	70.61	81.97	51.82	0	46.88	0	2.57	35.66	0	1.05	79.1	66.42	0	64.25	2.29	0	139.09	2.58	0	84.59	0	18.08	50.85	36.77	35.83	0	0	64.12	22.23	28.58	63.56	55.73	88.94	0	114.41	66.42	69.11	22.47	48.47	0	15.71	0	0	20.79	0	6.97	28.29	51.97
