Gene	M_19W_embryo2_103_sc1	M_19W_embryo2_103_sc2	M_19W_embryo2_103_sc3	M_19W_embryo2_103_sc4	M_19W_embryo2_103_sc5	M_19W_embryo2_103_sc6	M_19W_embryo2_103_sc7	M_19W_embryo2_103_sc8	M_19W_embryo2_103_sc9	M_19W_embryo2_103_sc10	M_19W_embryo2_103_sc11	M_19W_embryo2_103_sc12	M_19W_embryo2_103_sc13	M_19W_embryo2_103_sc14	M_19W_embryo2_103_sc15	M_19W_embryo2_103_sc16	M_19W_embryo2_103_sc17	M_19W_embryo2_103_sc18	M_19W_embryo2_103_sc19	M_19W_embryo2_103_sc20	M_19W_embryo2_103_sc21	M_19W_embryo2_103_sc22	M_19W_embryo2_103_sc23	M_19W_embryo2_103_sc24	M_19W_embryo2_103_sc25	M_19W_embryo2_103_sc26	M_19W_embryo2_103_sc27	M_19W_embryo2_103_sc28	M_19W_embryo2_103_sc29	M_19W_embryo2_103_sc30	M_19W_embryo2_103_sc31	M_19W_embryo2_103_sc32	M_19W_embryo2_103_sc33	M_19W_embryo2_103_sc34	M_19W_embryo2_103_sc35	M_19W_embryo2_103_sc36	M_19W_embryo2_103_sc37	M_19W_embryo2_103_sc38	M_19W_embryo2_103_sc39	M_19W_embryo2_103_sc40	M_19W_embryo2_103_sc41	M_19W_embryo2_103_sc42	M_19W_embryo2_103_sc43	M_19W_embryo2_103_sc44	M_19W_embryo2_103_sc45	M_19W_embryo2_103_sc46	M_19W_embryo2_103_sc47	M_19W_embryo2_103_sc48	M_19W_embryo2_103_sc49	M_19W_embryo2_103_sc50
ABCG2	81.21	0	10.51	79.33	0	0	0	31.39	0	28.58	0	168.67	0	31.76	0	33.64	43.37	30.31	238.41	0	0	0	0	0	135.21	121.74	0	26	55.71	145	53.28	0	67.12	0	0	57.6	0	11.25	26.6	272.06	0	49.11	0	0	26.6	3.12	0	39.89	2.06	12.46
ABCG4	45.9	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93	0	0	0	0	0	0	15.25	0	0	0	0	0	0	0	0	0	3.12	0	0	0	0
ABCG5	58.26	0	0	0	202.17	0	0	0	0	0	0	0	0	53.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.99	0	0	0	0	0	0	0	0	64.6	95.22	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	211.86	207.9	232.72	175.82	264.38	180.81	348.05	163.94	279.35	274	335.15	539.07	346.92	434.71	351.88	169.72	79.09	229.01	182.92	340.9	217.26	225.39	0	146.95	359.15	182.61	303.91	643.03	164.21	60.42	154.99	200.08	240.52	0	129.46	208.36	394.47	125.98	133.01	248.26	261.54	214.69	190.17	128.35	228.72	520.85	206.26	240.9	70.02	150.86
ABHD11	26.48	0	0	0	0	52.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD12	1.77	68.59	72.07	96.49	11.66	154.67	1.49	36.63	182.56	107.58	120.87	42.99	41	170.71	16.06	1.53	2.55	1.68	57.55	127.2	0	26.97	0	0	4.23	134.79	43.42	234.04	105.56	31.07	130.77	139.29	190.18	0	127.22	72.84	97.91	101.23	72.2	64.62	0	18.24	1.47	300.89	619.68	28.07	61.4	121.22	0	128.72
ABHD12B	0	0	0	0	0	41.39	0	0	0	0	98.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66	9.36	0	0	0	0
ABHD13	15.89	30.01	127.62	64.33	0	34.86	40.33	0	47.78	47.07	7.69	0	0	0	0	6.12	38.27	0	0	0	0	0	0	0	0	0	0	75.65	73.31	0	0	7.6	74.58	0	0	89.78	5.68	29.25	3.8	0	0	44.9	0	0	0	43.66	75.58	0	76.2	0
ABHD14A	38.84	207.9	127.62	2.14	3.89	165.56	65.73	55.81	63.71	191.63	139.55	0	137.19	170.71	46.72	51.99	0	92.61	168.53	152.64	127.02	0	0	0	46.48	0	2.71	9.46	0	127.74	58.12	2.53	160.35	0	0	18.63	163.18	195.72	49.4	224.45	76.28	67.36	26.54	136.77	0	0	170.04	67.51	166.82	59.51
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	1.77	4.29	0	0	0	0	0	3.49	0	0	1.1	0	0	0	0	0	0	0	0	0	56.82	0	0	0	0	0	0	0	0	0	0	0	9.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16A	0	77.16	72.07	0	143.86	47.93	70.21	15.7	67.39	33.62	76.92	56.22	154.54	9.92	36.5	47.4	43.37	195.33	55.49	2.54	83.56	63.57	0	3.97	122.53	54.35	0	101.66	58.64	86.31	213.11	0	119.33	0	0	16.94	36.89	92.24	3.8	0	141.67	12.63	17.69	126.25	0	34.31	34.64	93.6	86.5	164.7
ABHD16B	0	0	0	0	0	0	0	0	0	0	42.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	0	0	4.5	96.49	0	0	0	0	0	169.78	0	42.99	0	0	0	30.58	0	1.68	104.82	0	0	0	0	0	0	0	0	2.36	0	0	0	12.66	0	0	0	3.39	78.04	0	3.8	0	41.77	47.71	0	0	0	68.62	64.55	23.02	28.83	0
ABHD17B	0	0	0	0	0	0	11.95	0	0	16.81	0	0	0	134.98	0	1.53	2.55	0	0	0	0	0	0	0	0	0	0	21.28	2.93	3.45	0	65.85	0	0	0	0	0	22.5	0	0	0	0	36.86	0	0	0	20.47	0	0	74.74
ABHD17C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.65	0	18.5	0	0	44.31	0	0	0	0	0	0	41.05	29.35	19.37	0	65.26	0	0	0	0	60.74	0	0	0	0	0	0	0	0	0	46.03	0	0
ABHD2	0	0	42.04	105.06	3.89	0	85.14	0	3.68	87.41	15.38	29.76	0	0	0	0	33.17	3.37	0	0	25.07	9.63	0	103.26	25.35	0	0	2.36	20.53	0	0	0	37.29	0	0	0	0	20.25	0	0	0	1.4	0	0	0	12.48	3.15	0	0	0
ABHD3	14.12	62.16	0	0	19.44	19.61	1.49	0	73.51	1.68	34.06	39.69	0	57.56	23.36	10.7	40.82	37.05	0	0	0	0	0	3.97	0	28.26	0	42.55	5.86	20.71	0	129.16	0	0	0	1.69	34.06	38.24	34.2	0	90.81	33.68	33.91	0	0	77.97	48.81	0	49.43	0
ABHD4	0	0	0	0	0	0	0	0	0	6.72	0	0	0	0	0	1.53	0	0	0	0	25.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.83	0	0	0	0	0	0	0	18.54	0
ABHD5	79.45	66.44	54.05	45.03	7.78	84.96	106.06	20.93	2.45	48.75	49.45	46.3	121.42	315.61	0	19.88	130.12	37.05	170.58	58.51	111.97	1.93	0	182.69	88.73	8.7	70.55	87.47	87.97	12.08	193.74	157.02	98.82	0	29.02	40.66	62.43	200.22	15.2	57.81	127.14	53.32	60.44	189.37	10.64	159.06	9.45	42.96	59.73	15.22
ABHD6	0	0	0	0	0	0	0	0	0	0	0	0	0	87.34	0	41.28	2.55	0	0	0	0	0	0	0	139.43	0	0	92.2	0	0	0	0	0	0	0	0	42.57	0	0	0	0	0	0	0	10.64	0	0	0	0	0
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1	1.77	55.73	75.07	32.16	0	52.28	34.36	64.53	68.61	102.54	23.08	39.69	12.62	11.91	0	13.76	56.13	5.05	133.59	50.88	85.23	96.32	0	119.15	0	32.61	0	87.47	23.46	1.73	0	58.25	35.43	0	127.22	33.88	1.42	0	45.6	37.41	1.82	9.82	20.64	18.94	5.32	34.31	143.28	96.67	0	1.38
ABI2	806.81	227.19	258.25	94.34	213.84	124.17	179.25	122.08	66.16	179.86	123.07	310.88	219.19	127.04	413.21	249.22	68.89	262.69	143.87	195.89	188.85	55.87	0	238.29	481.68	8.7	0	156.03	105.56	264.11	92.03	207.68	13.05	0	352.66	233.77	110.68	209.22	425.62	255.06	468.6	102.44	221.13	199.89	571.81	421.05	74	225.56	35.01	117.64
ABI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4	0	0	0	0	0	29.26	0	0	0	0	0
ABL1	134.17	0	39.04	240.15	0	45.75	16.43	1.74	19.6	8.4	131.86	42.99	0	0	7.3	0	5.1	21.89	53.44	101.76	5.01	88.61	0	0	33.8	2.17	46.13	104.02	0	203.69	0	17.73	121.19	0	31.25	50.82	15.61	80.99	3.8	142.83	78.1	91.21	42.75	4.21	37.23	40.55	1.57	0	2.06	1.38
ABL2	112.99	49.3	54.05	34.31	89.42	6.54	70.21	0	3.68	31.94	0	0	0	83.37	45.26	32.11	0	8.42	94.54	25.44	60.17	0	0	3.97	135.21	8.7	0	66.19	158.34	129.46	159.83	12.66	76.45	0	120.53	10.16	63.85	0	159.61	0	9.08	0	8.85	0	47.87	0	0	0	2.06	0
ABLIM1	49.43	83.59	16.52	0	0	80.6	37.34	81.97	0	13.45	19.78	39.69	0	3.97	52.56	0	81.65	0	34.94	0	31.75	11.56	0	0	0	39.13	2.71	33.1	20.53	0	0	20.26	93.23	0	0	0	4.26	0	45.6	156.44	36.33	18.24	0	46.29	71.81	49.9	75.58	1.53	0	81.66
ABLIM2	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	2.54	0	0	0	0	0	0	84.12	0	0	0	87.18	0	0	0	0	16.94	9.93	4.5	0	238.06	0	0	0	0	0	0	0	6.14	0	0
ABLIM3	0	0	0	0	0	15.25	0	0	0	1.68	0	0	0	0	24.82	0	2.55	21.89	0	0	0	0	0	0	0	197.83	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	33.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	0	0	60.06	85.77	0	19.61	22.41	10.46	0	168.1	0	0	11.04	1.98	68.62	62.69	0	0	32.88	17.81	0	0	0	0	118.31	39.13	0	0	149.54	27.62	0	30.39	0	0	0	0	0	31.5	0	0	0	8.42	10.32	0	74.47	0	0	0	0	20.76
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	1.77	2.14	0	0	0	37.03	20.91	45.35	2.45	149.61	61.54	82.68	1.58	75.43	162.07	0	91.85	0	0	0	0	1.93	0	7.94	0	2.17	92.26	2.36	404.65	119.11	67.81	0	124.92	0	58.03	0	127.71	215.97	0	261.86	0	169.79	101.72	0	95.74	40.55	130.68	127.36	0	80.27
ABT1	7.06	4.29	25.52	0	93.31	34.86	26.89	54.07	0	73.96	72.52	105.83	45.73	37.71	39.42	211	99.51	97.67	154.14	89.04	68.52	0	0	0	130.98	95.65	70.55	66.19	0	1.73	58.12	0	35.43	0	20.09	71.15	31.22	56.24	136.81	6.8	0	78.58	5.9	69.44	66.49	74.85	69.28	1.53	47.37	42.91
ABTB1	0	15	33.03	0	0	21.78	0	0	19.6	0	25.27	0	1.58	0	37.96	24.46	56.13	8.42	78.1	0	0	15.41	0	0	33.8	0	0	21.28	20.53	0	0	0	0	0	0	0	0	0	0	0	0	29.47	0	4.21	0	0	12.6	0	0	31.83
ABTB2	3.53	2.14	9.01	51.46	0	50.1	0	48.83	25.73	0	0	0	1.58	0	0	0	0	11.79	0	0	10.03	80.91	0	150.92	0	2.17	78.69	0	0	0	9.69	17.73	0	0	71.42	0	9.93	0	11.4	132.63	74.47	0	0	44.19	23.94	0	15.74	0	0	20.76
ACAA1	42.37	0	0	0	0	26.14	0	0	0	0	0	0	146.65	71.46	0	0	0	85.88	0	0	1.67	0	0	0	101.41	0	54.27	18.91	38.12	0	0	0	67.12	0	8.93	0	154.67	58.49	0	0	43.59	106.65	0	0	0	0	29.92	0	0	0
ACAA2	47.67	12.86	18.02	49.32	0	56.64	218.09	266.84	126.2	351.32	130.76	66.14	132.46	75.43	116.81	0	28.07	237.43	2.06	94.13	228.96	9.63	0	0	190.14	176.09	2.71	156.03	114.36	236.49	184.05	255.8	130.52	0	138.38	118.58	245.48	215.97	34.2	3.4	61.75	348	20.64	119.93	212.77	112.28	151.15	184.13	119.45	69.2
ACACA	0	0	0	0	42.77	0	7.47	0	0	1.68	70.33	0	83.58	97.26	141.63	59.63	0	37.05	0	0	33.43	0	0	3.97	0	147.83	0	0	20.53	51.79	0	0	95.09	0	11.16	64.37	36.89	9	34.2	3.4	16.35	4.21	2.95	63.12	7.98	0	11.02	79.79	0	0
ACACB	0	0	0	0	0	0	0	5.23	49.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53	0	0	0	0	0	0	0	0	32.69	0	0	0	0	0	0	0	0	0
ACAD10	0	8.57	0	180.11	3.89	0	41.83	3.49	3.68	0	23.08	0	7.88	0	110.97	0	0	0	2.06	15.26	1.67	82.83	0	0	4.23	152.18	0	0	0	0	0	0	89.5	0	82.58	3.39	0	0	7.6	0	30.88	0	0	113.62	0	15.59	0	0	0	0
ACAD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8	35.31	0	48.05	2.14	0	0	0	0	0	30.26	43.95	72.76	0	1.98	115.35	0	7.65	52.2	2.06	66.15	60.17	0	0	0	139.43	63.04	67.84	0	0	10.36	0	0	74.58	0	42.41	25.41	116.35	29.25	0	3.4	1.82	25.26	28.01	42.08	0	0	0	0	0	62.28
ACAD9	0	0	0	0	0	0	0	0	0	10.09	0	0	0	0	0	128.43	0	0	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.34	0	0	0	74.47	0	1.47	14.73	0	0	0	0	0	0
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.09	0	0	0	35.99
ACADM	328.38	670.85	543.52	714.01	423.79	400.83	722.98	401.13	344.29	265.59	591.18	671.36	504.61	387.07	597.18	310.38	576.62	323.31	396.66	211.16	446.23	329.41	0	373.32	925.34	886.98	455.86	609.93	419.31	324.52	1109.16	539.45	262.9	0	272.31	752.14	760.56	492.68	429.42	462.51	682.92	585.15	557.25	673.32	978.72	368.03	766.77	526.3	395.44	614.52
ACADS	0	0	0	0	77.76	0	1.49	0	72.29	0	10.99	0	0	0	0	0	0	0	0	0	40.11	0	0	0	0	0	0	0	0	0	0	0	35.43	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
ACADSB	0	0	0	0	0	0	0	0	0	0	54.94	85.99	7.88	0	13.14	0	0	0	0	0	85.23	0	0	0	0	0	5.43	0	0	29.35	0	0	57.8	0	0	0	0	0	0	0	0	0	0	0	0	159.06	0	58.31	2.06	0
ACADVL	100.63	27.86	37.54	2.14	0	39.21	0	1.74	0	1.68	0	3.31	85.15	3.97	73	42.81	2.55	0	2.06	0	36.77	19.26	0	0	0	0	0	0	38.12	0	0	0	26.1	0	62.5	1.69	42.57	0	0	0	32.69	0	54.55	0	2.66	0	51.96	0	74.14	0
ACAN	54.73	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	82.21	0	0	0	0	71.49	0	0	0	0	0	0	0	65.85	93.23	0	0	0	0	0	3.8	0	0	0	16.22	0	0	65.5	0	0	0	0
ACAP1	5.3	0	0	79.33	27.22	0	0	0	0	1.68	0	0	0	0	0	0	0	37.05	0	0	48.47	15.41	0	0	4.23	0	0	47.28	0	1.73	0	45.59	57.8	0	0	11.86	0	0	45.6	0	0	0	19.16	2.1	0	21.83	0	0	0	0
ACAP2	307.19	132.88	187.68	10.72	3.89	117.64	234.52	223.24	75.96	285.77	134.06	138.9	193.96	176.66	172.29	35.17	45.93	291.31	265.12	340.9	116.99	263.91	0	0	291.54	97.83	81.4	309.69	0	226.13	431.07	200.08	178.99	0	178.56	477.71	221.36	92.24	155.81	40.81	110.79	158.57	227.03	220.93	215.43	24.95	196.81	154.98	300.7	71.97
ACAP3	0	0	0	0	0	0	59.75	0	44.11	68.92	0	66.14	0	37.71	2.92	0	0	1.68	0	0	0	0	0	0	0	0	0	0	129.02	0	0	0	7.46	0	0	15.25	36.89	13.5	0	0	0	0	222.61	35.77	0	3.12	0	0	6.18	0
ACAT1	0	135.03	0	4.29	0	13.07	22.41	0	101.69	13.45	35.16	0	69.38	0	0	0	96.95	3.37	39.05	0	66.85	0	0	0	130.98	0	0	0	0	0	0	2.53	0	0	95.98	0	2.84	0	38	0	0	43.5	7.37	0	0	0	105.49	12.28	61.79	0
ACAT2	0	2.14	6.01	0	11.66	0	13.44	0	2.45	3.36	2.2	9.92	4.73	0	0	0	15.31	0	0	0	0	3.85	0	0	4.23	0	0	0	0	20.71	0	20.26	1.86	0	8.93	0	0	0	0	0	1.82	0	0	0	0	3.12	6.3	3.07	0	27.68
ACBD3	1.77	2.14	0	0	3.89	0	50.79	85.46	0	62.2	92.3	16.54	18.92	39.7	116.81	1.53	2.55	11.79	0	0	5.01	52.01	0	154.89	147.88	2.17	198.08	11.82	87.97	91.49	0	45.59	1.86	0	0	86.39	160.34	0	0	108.83	0	120.68	0	46.29	0	0	107.06	161.11	92.68	225.6
ACBD4	0	0	0	34.31	0	0	29.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0
ACBD5	0	0	39.04	0	0	45.75	0	0	49.01	0	39.56	0	0	0	32.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.08	121.09	0	65.26	0	0	0	0	0	53.2	0	1.82	0	5.9	0	0	0	88.17	0	0	0
ACBD6	58.26	70.73	88.58	4.29	0	74.07	180.75	61.04	90.67	8.4	104.39	3.31	165.58	154.83	246.76	107.03	94.4	127.98	2.06	2.54	53.48	342.9	0	15.89	342.25	158.7	70.55	30.73	0	248.57	0	129.16	108.14	0	46.87	22.02	43.99	0	0	61.21	49.04	58.94	120.89	0	146.28	140.35	75.58	3.07	86.5	139.79
ACBD7	0	0	9.01	0	0	0	1.49	0	0	0	0	0	0	0	0	0	2.55	0	2.06	0	0	0	0	0	0	0	2.71	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	0	0	0	0	34.31	0	0	0	0
ACCS	0	0	0	0	0	0	0	0	2.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8	0	0	0	0	0	5.18	0	2.53	113.74	0	0	0	0	40.49	0	0	0	0	19.16	0	0	0	0	0	0	1.38
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	0	0	51.05	40.74	81.65	52.28	0	0	0	0	48.35	0	39.42	0	8.76	41.28	0	0	0	0	70.19	0	0	0	4.23	0	0	0	2.93	56.96	0	0	0	0	4.46	47.43	0	0	0	0	0	22.45	10.32	0	0	0	0	0	0	30.45
ACE	0	0	0	0	0	0	1.49	48.83	0	0	35.16	0	0	0	8.76	9.17	0	3.37	8.22	15.26	0	0	0	0	0	0	21.71	0	158.34	0	0	0	0	0	0	1.69	8.51	130.48	0	57.81	29.06	0	0	0	0	12.48	3.15	0	0	0
ACE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.93	20.41	0	0	0	1.67	0	0	0	12.68	0	0	0	8.8	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0	0	0	0	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	0	0	0	0	20.91	0	13.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.3	0	0	0	0	0	3.15	44.5	0	0
ACER3	58.26	0	0	0	3.89	17.43	62.74	47.09	1.23	3.36	21.98	0	45.73	0	81.77	65.75	91.85	0	0	0	0	0	0	0	0	0	43.42	61.47	0	0	0	53.19	0	0	0	0	35.47	0	45.6	0	0	0	41.28	0	0	0	7.87	0	6.18	83.04
ACHE	0	0	30.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.31	97.68	0	0	51.79	0	81.04	0	0	0	0	1.42	0	0	0	18.16	0	0	0	0	0	0	15.34	0	42.91
ACIN1	21.19	227.19	165.16	201.55	244.94	76.25	95.6	169.17	60.04	193.31	152.74	52.92	12.62	55.58	0	19.88	5.1	109.45	0	188.26	0	0	0	7.94	130.98	210.87	13.57	106.38	35.19	96.67	0	22.79	130.52	0	95.98	79.62	166.02	92.24	239.41	0	10.9	166.98	148.9	88.37	0	146.59	18.89	112.01	111.22	127.33
ACKR1	0	0	0	0	0	0	0	0	1.23	104.22	0	0	0	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06	0
ACKR2	14.12	0	18.02	0	0	0	0	0	0	25.21	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	25.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.69	0	0	0	0	18.71	0	0	0	0
ACKR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54	0	0	0	0	0	67.39	0	0	0	0	0	0	0	0	0	0	1.42	6.75	0	0	0	4.21	0	0	0	0	1.57	0	0	0
ACKR4	0	0	0	53.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	37.07	8.57	160.65	126.51	93.31	148.13	7.47	81.97	53.91	94.13	52.74	26.46	164	15.88	51.1	1.53	81.65	60.62	92.49	2.54	215.59	11.56	0	0	0	260.88	132.96	73.29	2.93	65.59	4.84	202.61	121.19	0	267.84	233.77	34.06	51.74	292.61	47.61	178	148.74	53.07	61.02	13.3	81.09	114.94	170.32	41.19	105.19
ACMSD	0	0	0	0	0	0	0	0	1.23	5.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07	2.06	0
ACO1	86.51	21.43	69.07	0	0	6.54	41.83	0	0	0	41.76	36.38	0	0	7.3	10.7	63.79	0	30.83	2.54	61.84	92.47	0	166.8	0	154.35	0	28.37	2.93	0	0	27.86	0	0	17.86	86.39	38.31	29.25	15.2	51.01	78.1	140.32	8.85	75.75	13.3	71.73	0	15.34	2.06	0
ACO2	0	0	0	4.29	0	0	13.44	15.7	0	0	0	0	0	11.91	0	0	0	0	8.22	0	0	0	0	0	0	0	0	0	52.78	93.21	0	22.79	0	0	0	8.47	0	0	7.6	0	0	0	0	0	0	0	12.6	24.55	0	0
ACOT1	0	0	0	0	0	0	0	3.49	0	0	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	2.17	0	0	0	0	0	7.6	0	0	0	1.69	0	0	0	136.03	0	0	1.47	0	2.66	0	0	0	0	0
ACOT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67	3.85	0	0	0	0	48.84	0	0	0	0	0	0	0	22.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	63.56	83.59	60.06	220.85	353.81	359.44	62.74	52.32	2.45	0	365.92	251.35	12.62	37.71	56.94	139.14	5.1	134.71	80.15	139.92	205.57	177.23	0	250.21	219.71	60.87	86.83	61.47	43.98	1.73	121.09	187.41	11.19	0	207.58	42.35	177.37	62.99	0	61.21	188.89	101.03	178.38	6.31	2.66	0	319.62	56.77	152.41	47.06
ACOT2	0	0	21.02	0	34.99	28.32	7.47	13.95	0	0	8.79	0	0	0	7.3	1.53	22.96	6.74	10.28	0	0	0	0	0	29.58	0	0	0	0	56.96	4.84	70.91	0	0	26.78	127.05	0	0	0	6.8	0	9.82	70.76	0	63.83	0	0	15.34	0	0
ACOT4	33.54	55.73	46.54	6.43	120.53	23.96	68.71	59.3	77.19	0	39.56	112.44	0	45.65	169.37	0	53.58	1.68	0	78.87	0	42.38	0	0	0	19.57	0	101.66	211.12	0	208.27	0	192.05	0	236.59	143.99	0	42.74	0	71.42	85.37	99.63	128.26	111.52	0	62.38	0	121.22	55.61	66.43
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	316.02	32.15	270.26	72.9	202.17	267.95	115.02	197.08	0	144.56	32.97	115.75	56.77	81.38	163.53	91.74	71.44	53.88	88.37	10.18	71.86	123.29	0	270.06	0	136.96	0	432.63	99.7	67.32	247.02	50.65	154.76	0	82.58	77.92	72.37	92.24	72.2	0	225.22	70.16	154.79	439.76	2.66	162.18	53.53	139.63	304.81	73.35
ACOT8	19.42	0	7.51	0	0	30.5	0	1.74	15.93	0	2.2	39.69	29.96	0	0	10.7	66.34	0	8.22	33.07	10.03	0	0	0	16.9	0	0	0	0	15.54	0	0	1.86	0	17.86	0	0	9	0	13.6	0	0	17.69	0	0	9.36	15.74	0	0	0
